Server_ID,Hostname,IP_Address,OS_Type,Server_Location,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Admin_Name,Admin_Email,Admin_Phone,Log_Timestamp,CPU_Health,Memory_Health,Disk_Health,Availability_Pct,Total_Network_MBs,Load_Score,Date,Hour,Server_Role,Instance_Size,Region_Group
a23db8da-5330-4089-9a05-4ac1390954b7,gAAAAABptp5OCv7I5hkekUEorNTUVJh3vbtEg9VqH7ns6jteKP-yN-WFrcVdoya20Xq1R-iCO9lMtSRtmXJKB2OpWMMpNCPXwA==,gAAAAABptp5OU3UpaLAmNyyrFqYLIDHInZU2j3ENssmViUVz5WYBvsFGHJbYuhH2OU2xrLqQ1oOxn5EmlxRxVftBpuUrCjIhsA==,Red Hat Enterprise Linux,"London, UK",34.04,91.66,33.55,43.35,91.64,19.1,4.9,gAAAAABptp5OvmZE1wGMy1brNWAE1kMBcxGiDPzvH_jwsrBBbmVksX2ReDoz4RB7dn7R3tOBG-UpsDNcMg5CIPoVfspzbDgoq4bQ830PXMjy8uuS8-PZhfE=,gAAAAABptp5OcpehuQEHNd3DoqcVyWRNeuzm3zIkESGT-QcyF7PiKyOToYbTGDcaebSjVdPGKiNS0Ax73N-ZCMd9Ej9D4E-loHM-SNxs8-KyahRuLWVNZyU=,gAAAAABptp5OO00UAGdx_IV4cF_NrRAVeGqZ1Taxk1MLlnciHOmloIiXAbUuk808U0xCD8kIZ8wnQlfiBiZXoXDgva1Nn12-4Q==,2025-02-14 11:12:00,GOOD,CRITICAL,GOOD,79.58,134.99,53.08,2025-02-14,11,Database,Large,Europe
08da88a1-335a-49bb-8722-34fad4ea1661,gAAAAABptp5OAqXTwhGFvBO6P7y1xlmfr8fMisTDvhBy8N224CbgavZ1iXoj9S9aaJoXpYzmNtvUS4hLjYIM1TMRlYZgm4rJCA==,gAAAAABptp5O36QwQAsNJUk_N8U6QJKfim7Y167NIG6sLIlAfUToZ5K_IYRUacCYDBxg8K1hntvg-mWYsJo2eHWpinZPUwrSWg==,Ubuntu 20.04,"Tokyo, Japan",82.13,39.08,84.13,119.23,118.19,22.66,1.34,gAAAAABptp5OL7h8Mq2cbDrKDute8p-X2SgwtfHswFo0PLSzElR3fBEQbbJmPQKhTImM_-SXpDTp-0IqLPFPZvLDfC6NDqoWFA==,gAAAAABptp5ObRvi9ydveLGJwC6XotEuC2iefJYQ_I-fChK7aF9GZsMjOceyp84gWHy68sYKFeZiXw4nX420y8P99xDDECgZgOK0yXCzH5w_IJxEFU7tor8=,gAAAAABptp5OVRTpoVEjloscepHKG_jCblWDxr6-B9vodg_ZN8fIwxJf_36wv15DDMkkuGR91nG1sPhXJX8baUcuv7uC1Wa80g==,2025-01-19 18:58:00,CRITICAL,GOOD,MODERATE,94.42,237.42000000000002,68.45,2025-01-19,18,Analytics,Large,Asia Pacific
d7db56e6-7774-469d-8f7c-c3abe49869bc,gAAAAABptp5OELwuXnq4-EnTZAit_TO62syJurzviETzV4j3lFhgp0Z_jcv5Sx6WfgWrcv_6mVUG1j1Xh01dbM1WyXrSjoileA==,gAAAAABptp5OHc9dgK7G3FJYXNrLJZ20JpuU6vkjwuHz7aWJc3xlRrvvKGSCGQCixDdHYpnZ3NP_lwcOhlbUJmZR6VLn0CNBuQ==,Ubuntu 20.04,"Tokyo, Japan",95.86,84.95,88.47,10.45,143.23,18.61,5.39,gAAAAABptp5OALCHdJL3-p6orEu9huQD-LrwNy2E5enniB096G_irSXYNNrZBn4to04p7ixXfwYNXEMF171sXs5Y5S4KzbTKvg==,gAAAAABptp5OctS01YgtudpeXqT0qgj8NFu47lYqGteGDn-mlqht3TnozPfMW15xaluflOgFj_AzGFvtPzq_w7SYZIp-KvOjhSrVamZZPFpaUkqUDHhM5O8=,gAAAAABptp5O1IO_3vemONqxK25TahHrnSge5oJa3HtIVQmpWr4tgFgH4-RdSNA5pXF6_MfNGh3TKVHA7DKoDIyU1qfhNxQFvQ==,2025-02-06 21:54:00,CRITICAL,MODERATE,CRITICAL,77.54,153.67999999999998,89.76,2025-02-06,21,Database,Large,Asia Pacific
fdc77db4-cab0-484a-90ed-988aa059d0f8,gAAAAABptp5OhIq44wGoYTloT1qU-OBgk5zjxG5av6hgXM1nT2_MuHBoFQ3UF6YLZHF3t5qrhNYoPWJM7-YrYLi1AkAw9_wIjg==,gAAAAABptp5O4ZQ-ziAjlWm_TQHM3jFYOgaS7mPB6u0M7ksH5y12Szb_YMglurCNXt1F_uMkUwiluVNxbdvcTQH5wllcKmTVEQ==,Windows Server 2019,"New York, USA",65.54,49.61,18.96,17.75,117.58,18.96,5.04,gAAAAABptp5OPv6UYbYV_KYoRrU-8Jr1D1_qki7Mt4s5W1PW3jmCB-AigCGkZ8nI-xSlqIb4bPE66lDhS5qvHEeKbGCZxAJkrg==,gAAAAABptp5OFzrfr9cyGx5DhR-csOrnAqeTEfvGmhwzoAy08HUaUwnYEuJoTQY9nr1gA9HryNfnAK_zCAKxU33DFy-qzUo0Zxtrdpmd-EEeozghc_YB2JY=,gAAAAABptp5O7HOSY1fnd-ssO6D-SC1JGRkmZPG9JYp4tkFlBil3cRs2T5geqMMUzNTG11TANe6V4VEfyN6JTZpCdi0S2NSeAw==,2025-02-20 21:09:00,MODERATE,GOOD,GOOD,79.0,135.32999999999998,44.7,2025-02-20,21,Backup,Small,Americas
fc139a27-9e59-479b-b13e-61a6e991e656,gAAAAABptp5OFc3isqJGRiwrKbJZ5QTkV2M8zeJbu1YWqSnjeo73Eqi2umCsN6DnJ3UzxftusFSA1XXs2WDdRsSxO3tC9yJ0ng==,gAAAAABptp5OKDw5nFtOnjC6_vlknOJnNGpR8lUYNoNiyMp9axTxVL-1_jdIBZZpWJkt1_1ekEYJOxdH25c3j3OPt4z3HvLafQ==,CentOS 8,"New York, USA",49.86,66.94,58.26,16.53,98.81,22.59,1.41,gAAAAABptp5OXyT-oXpM3lPTEVf4pSpc_N37_tmChQtSM6tA7_1Nq4P72CeNddpcY8X0_6FMr0UOwMB3SSwY5NoXRY1pn81hewgwWo9M-y9LMRmy70S71cg=,gAAAAABptp5Opd5bD1AxLp1Ps3bxugLr5Tp5q7XDikV3AjDfLAbT5rB4T-xkYrUesnqm5ZF-FDgwFEVwcypo8KFgyT_nV4sYS-sFV_fitjLCQpeNJT5dPYo=,gAAAAABptp5O_ey8PDAMv2vISp8g15p-9FLbOgHmh745TFbPQaQNMMFyjpOQODfN8piL_1EuF1VULoPn0bb802c774xtKIQDHA==,2025-03-08 05:21:00,GOOD,MODERATE,GOOD,94.12,115.34,58.35,2025-03-08,5,Application,Medium,Americas
a17ab97c-13bc-4b4e-8118-1a36a0b4deb0,gAAAAABptp5OXANll6u7pEI6-jI9HHQllnDe2LO24K01GllCKaHgq0A95G3KHJvLkmcuoJCJkir9kJ1CVro6YahcNJXqv4qqVg==,gAAAAABptp5OuDXIt9e4BJrBlYZv8G-OlowoOBY3Vkq8sWWzLLsYRvHsRwmswS0IO37kGDq2nijnpS-8tOFTCsYxO3KwLe87bg==,Windows Server 2019,"Berlin, Germany",75.58,46.4,11.81,28.35,73.01,22.84,1.16,gAAAAABptp5OQGbPon8Z-3ggDhlArTraBMT1QkJ8OapTpqJmftMVxNJgay-OKX8OdfJApzhIUq27skRmp9Oj4ZGUi_ax776J9A==,gAAAAABptp5Od8Fhf0TBzbGpMEkHqxZsOavVZdYREnyyBpG-jGh6Xwht7_ZfYBK86BZ6UJ8eOGyiQVysXX3IJOcko1TLXrI2EXx0hRBowpKXslQ-AlIwAXM=,gAAAAABptp5O5sJBqPwAhjXv5M7ewWc1UvfeM5WCDLhFxCJJ02aN9otCz0oIVilzSUwpwc6KBbzjjlRSx4DEPCwa6poPDRQawQ==,2025-02-15 10:13:00,MODERATE,GOOD,GOOD,95.17,101.36000000000001,44.6,2025-02-15,10,Analytics,Large,Europe
ed8a0d8e-4ac0-402e-b843-7d75c42290e5,gAAAAABptp5O7uHy3PuoEYTdR2BcTpJjFWuYZ_J4bV8P5aGTpI9dA-rweyHktDSsCtLOYYVb-rDvQlZzmvWLSCSSvmwkowXQBA==,gAAAAABptp5O5CO8Y8HRCYzS2M3AtX7AKoKombqYcKyRwdQkqPIcsdF6fXgkrSnr-EYbOD4rEE6VS4rpAJUa9D42aM6pUsHbEA==,Windows Server 2022,"London, UK",71.17,87.33,89.55,79.05,114.25,18.58,5.42,gAAAAABptp5Od7XAoNfwg3hwS8XEPG6l8JZ9cwxLwMZE18_yx1kNbxBb_yU2RE4D11WL_5mAVoqmyCUud4NJT69FteaDm-vpag==,gAAAAABptp5Ob_j_JNOeWGUtBtg8pud_0zl7QdLYWvkpw0gaRPqc0b37QXBsCuatc8HLg0Y1QhN4gQP8izfpbJeyAWtat31OoSY3FxH1XEPpWATLwRL3e0M=,gAAAAABptp5OwWZkgjjsnvOWwlQxh2DiCDUCEu540VelnfCi5SsCn_Amcp3GJrIvzIZLl6sKeMdew5tQq7s5njdA8ZmDUCMCSQ==,2025-02-23 03:36:00,MODERATE,CRITICAL,CRITICAL,77.42,193.3,82.68,2025-02-23,3,Application,Medium,Europe
ae7df33b-0c12-4151-87af-c74f30afd233,gAAAAABptp5OK6JPqCcX3lNap87_8OyvoWom741EpZqF7roEoD1O8Il2pgbtYtcyqi5Fs9_RXKcRz4L_7hco-b9L9Ods_QgBmw==,gAAAAABptp5OG6lWY3SGAruKm-kRKa6H7psxDmnME0__WplRXjfbvCHOFhA3GNWTQMzbZBT80cJOdS99UX1t4gRKb9-xTmCLmA==,Windows Server 2022,"Tokyo, Japan",68.1,39.47,88.96,75.64,141.35,18.09,5.91,gAAAAABptp5OltXGzgn6m3s7aTcRVDhK4PEcmcc5i1-Qg9nEpgWbyv2Eil2K1Hx_uHJLqDVM7IDqMqz-JkVlQo66OzA3_bBFpw==,gAAAAABptp5OM1lZXg5DTW86T773_kPcnzfU4kLTuxKV0HJnS5ZgzGDJswKVzLpZD7ZIpNkclWUwyp48Pes7PkuEbcL8tupaU5nDeNtLWz6kKzMb4E1R-7I=,gAAAAABptp5OFY8yOpa-WOT0pq-0B_SJ_Us7B_UXNNaw9CabH2NuZf-rC65IPFIqhik3N_PRYrft6MXoqRrIEcUoQnyxbKOYdw==,2025-02-02 06:32:00,MODERATE,GOOD,CRITICAL,75.38,216.99,65.51,2025-02-02,6,Backup,Small,Asia Pacific
8b98821a-6cef-445c-b007-4ca8eb18563f,gAAAAABptp5OiECHRJSW5k812wdA7Pv7rKZTYTcLnZJNmdHPyP4EpzMlrQhDpvIUHYqoOqwrFmNPSMkPQquI2lN2UfbblyT15A==,gAAAAABptp5OaDhG83jEAf5WJy3SQqjAnYHomv6yCMHF3h2yh5DVXFISJT0XNTntSmjvn_rlrOidiaTl0Qv4SqJ0CX58kaWyLQ==,Red Hat Enterprise Linux,"London, UK",49.97,41.02,97.5,62.77,78.02,19.24,4.76,gAAAAABptp5O6cg0cZA3HyJ0fdBK4f5NpaBA_unq1RNmCbGpQFPJlikwVgN9FOnitxbvvQmn4G5MWkO3iC_pFW2ctc0S2FlVdlm6XS7in8Q_WdOeypXI20U=,gAAAAABptp5OnSeyyilWlG6oWAN7jew2L0iazRGiGrlUNB2O-MLvvjjQY4Tkg-ZmrUv8SlF-0CUgV7IPCm6dGKb-q6HJmKTC84ep26GsraqTJJkXt5PfNMY=,gAAAAABptp5O6ILs4xjuZj9foReTryQ1N8b5MoFk2Gr7OjuKA-sUFSVSkr8wHgtU00ARy8lov--pwNot3b-hvTiVrh0CtfrWQA==,2025-02-26 03:27:00,GOOD,GOOD,CRITICAL,80.17,140.79,62.83,2025-02-26,3,Cache,Small,Europe
af0bb3fb-f46f-4eda-b608-67393ddbc67f,gAAAAABptp5O9n5x7th0ihyfyjbZLn_Kk4sUk85gqOtED5pnLlw-iiiE1zDzYHsCmE-rg3bDBcJlcoGAuDAqL-1gUvdhm1o-Fg==,gAAAAABptp5Opkwe4SEUK8bz5TZjvt-kMsZnZk-8cZxzbLiXqL_Lda-d3moqPhYYPYyQorVLT5N_CAYxtoua40VVAjXljFk0bg==,Windows Server 2022,"London, UK",44.67,32.45,21.09,140.55,74.98,21.89,2.11,gAAAAABptp5O8n7gMge4kPw_81efkTW13zwMF59U_MiYq5EcHLqE-vVasfVleZ5z93fdTwrLrlabGjblgf1QaIr334FEOqoXZg==,gAAAAABptp5O5lkQRjX32XmXJQ-f0f-zb7otjyxNgeu0V_BDqiS5UmS70BpSUpd8SC4aeeT7FY8OtqF0raYawdlBVC_MKCihxL0kMlpsqsxjacznoI_OM44=,gAAAAABptp5OFQgr_KnE0Q3awmdGoijFouovJqFnrMV97xOKjUdH1NQHoavIL4tkeEy_xe22HdivZvd7KgUroP-xwA9NxJKROg==,2025-02-20 13:39:00,GOOD,GOOD,GOOD,91.21,215.53000000000003,32.74,2025-02-20,13,Analytics,Large,Europe
f9aa7de8-8fec-4850-bb5c-590d1fd3b179,gAAAAABptp5OgQ4wUfpCIhiOvvglbeuuaiMDvcZ0UBBuXkcDppUv-kHa-8XBANF7cdUSe1_D_-PZHm-IyQVdsqtAaiJZPW3ijA==,gAAAAABptp5O7b9uJ4zT3Xmc447eYSdn8hRzTnwNLAh-7iSznT9pYqRYmzlD5K3LsXcWysEcM-FKVyUE5kbom0Y_wzfJiWE6Pg==,Windows Server 2022,"New York, USA",95.33,81.06,42.16,92.46,63.8,21.2,2.8,gAAAAABptp5OAwOduz0yUcBN9PNHhJ6YKMEMokFxAAlcUpZyRDTwOBFiMj9DzQucAjMPR42DfHX03ZAifRSBWSsFDhUbCa6kOXs0E29knEpxA3Rdt2T1nr4=,gAAAAABptp5OFNsCEKFBfCAlffRpz8Ewpm24SM5ctAKY2hHPg1xRaRFxcbBMzL63xgspLZ3tpicnY0FWtPvpd4kSlKotHZj8V7vSks4MEDmTf3tj9l6eKDU=,gAAAAABptp5O4Qz1KyQZIWn8cVGWf7ZbjQC6M9un94VkjE5KQAKREmzV4xJo0CHDXlX-g8VQNevK7mHFzK6iOVBYR_pHL9vzuQ==,2025-02-19 19:53:00,CRITICAL,MODERATE,GOOD,88.33,156.26,72.85,2025-02-19,19,Database,Large,Americas
32f0a94c-9d01-4d3f-9769-4d1ff9acf7d6,gAAAAABptp5O0HxPKda-3q83eXCpI9CwyfmlhAQgs9Q3J1ma69OrukCitGPqwhduIVyh33N0yS0hV5bCJIDozZXLgbsh9-Ql9Q==,gAAAAABptp5OrvxFvZLG2B8Q-00zzW7Lsbc3KFvsNUKAVVaSXJLJfnlne355F9VX3pT5e3srBLYPtVO7C5P5nv8lQsFElP31SQ==,Red Hat Enterprise Linux,"Sydney, Australia",66.37,41.0,81.15,134.57,112.61,18.95,5.05,gAAAAABptp5Op6Mm_sy2nDsIXz-Alii2W17EzVRln83-OlLGdmA7nXMK3Pj2jj2qv6exts5Ea1hXiMA52YFk0FY4x4GC0T_ao9-r53M9LkmI9-u9bJx7Ef0=,gAAAAABptp5Opv7gtjYxJLBdjf9MnI6mBscAfE2A52YgWdnnuZzAJePOGV59CLIEn3p3Ljpi8pntNTmYD5HN0-0nLg9ikQ5fMJH8NKp2pIU0It_gcVyLfXg=,gAAAAABptp5O9DvjxaDYgJl_UQwi-2VS-p17fL4W6Y6Qu9f1rZ-kqMmeU6ygkq1q2XlnzqGyPq4UKT0z0kLgRtv-PkoS0dI6HA==,2025-03-09 22:41:00,MODERATE,GOOD,MODERATE,78.96,247.18,62.84,2025-03-09,22,Analytics,Large,Asia Pacific
a8fcbe97-16a7-4408-a2ad-dfbd2c531107,gAAAAABptp5OwN4r1YK2e5mhQ-cI7xjPv9p1zOxH3SQlpuFcwl9-hTnIUSAVIoWthE4FGXg8wtOIC421Z7ltAPobTlTPLftqlg==,gAAAAABptp5OgCTZW--cErWwzJe25jPCWwvhYZjdgQyy4ufRvml1HFtmyZFDIU43b_5INqa250h3J3tWmVkZK6gzI1zGPachkw==,CentOS 8,"Berlin, Germany",45.87,72.67,61.55,142.08,147.92,18.01,5.99,gAAAAABptp5OEwlDRVkuRrlp0aTSuEsN1wkoyJQ2y84oRz0tS0jtrG9WckBheGQ2SYX_hjHMVm5yEQE1ufPNMMWMlGHub08Nbg==,gAAAAABptp5O8w8vtNd2TLmMDu5dmMRXtUp1b0LoZx4Nqrltz7INQL0AIXOVwByIH5vDmSbnGOBQ2x-G0yFG3EnQMq168ONOSIhdp9K9CpVXQlQ2ExIH-jE=,gAAAAABptp5OSsV2ESO8ToaFP-ZfIUpffHn5edapK7XXoF4C_JpvTdPgUvtzG6fO_olkZqVwpnzBqkZAdWM1topU8mBKsqzoMw==,2025-03-01 16:46:00,GOOD,MODERATE,MODERATE,75.04,290.0,60.03,2025-03-01,16,Database,Large,Europe
a70f79c3-66c6-4c43-820b-7b0f220277ae,gAAAAABptp5OJyc-4VJSO6cJ5eX15QvmTY95NSXzcX4Tz8Ld0WCAHuNNge9kRZ2WFc-xeH9hhL5xEjc3APuVvRgzgLEjr7PydQ==,gAAAAABptp5OWVlY8WO1ZpgO7vpNQOh0AauG8L_01u7xIp2lopVVta0wSGZgYc5NA4BpjAEqr65h7zrGQ-OioSQ-Yow8p38bvg==,CentOS 8,"Sydney, Australia",93.07,59.55,56.15,11.73,103.41,18.46,5.54,gAAAAABptp5OqMXUQgIjgG7J1qxtpPv02IcV-GH29iAxNllwJiHczbYy530zZTXsImOn75jIuhZUVXEV3jMHPEAOPY-Tbb6ACA==,gAAAAABptp5OWJFsEmV1AfZyY6YPqUSt-Kn9RwACeRzJHyT3vwxxQ_pbRZ3rhOz5sPc7tOx64-w2yleC8Q5gi5y2uatpUpZNwDGuVb4g2tAXFU9N6bCDblM=,gAAAAABptp5Oi4iyOyNF4-ddSie8il0vIT8LA48pqR0MC3RlFpqYc9dM4JY22sOr5PKA0sAizb8f9a6__IwF2b6Su1hgQgJciA==,2025-02-27 10:15:00,CRITICAL,GOOD,GOOD,76.92,115.14,69.59,2025-02-27,10,Application,Medium,Asia Pacific
231ff169-049b-469e-afe2-106af40e371e,gAAAAABptp5OGadlP476pWh6K4F5GpH61umOXi6w9Zfhow6YQyznDbmuqKNVqnU23ygWNV78UJbuA6BQqIkUVEBB4uRstJaKIw==,gAAAAABptp5Olzj_Ut7jVZYG1KfBlPGN501VZmPuTgeumfofdXZl7q090LEg1lQLndI_0UhaLBLND9b7GKklu73AQbB00bjAXQ==,CentOS 8,"Tokyo, Japan",76.93,56.28,92.79,15.82,27.08,19.95,4.05,gAAAAABptp5OG48iQtgfjDki4X_H1bycQn-BCk0VciS56YXMt4hnuxckZrML5Z7NWia6FI40QTaEOWpjEn5ErueIfA6yOMvxuQ==,gAAAAABptp5OSxK-98XqhcyJsfTv7O3uULEFr6Vw7LkMdPjn9bJSU_opCC8HDvGAFL2bT3zJMnM4ssm2lhmnWq8x22IyQ4UrJiqKcOHqxHPEhbx4bHN1-DA=,gAAAAABptp5OxeeuNIQuT0ADtFHmgqpO_3S2iXSB-26dgLlh7DmFVA0OMGZYyef4W7uMspaQKMRSMENL-N6yVFSnwr3C4B0mnQ==,2025-01-22 17:21:00,MODERATE,GOOD,CRITICAL,83.12,42.9,75.33,2025-01-22,17,Backup,Small,Asia Pacific
1ce1db28-d790-4d9b-ab97-a4fca8dc8779,gAAAAABptp5OmLlkP658ap71YUReUKmQkKndOmFYQHlCpSStrePgfKZtHjZPw7h-AhZhFu4CfMOgtnlL5m5uoIfqCtS9bAqXQw==,gAAAAABptp5OBZtET4KzCWf_q0V2IrjUgz4Ly2hOd3-6pIxAgDHDuC8gJpg9ucY4okzqQluWAdMqt6oTNYSNksJ1-f8VNYROsA==,Ubuntu 20.04,"Sydney, Australia",35.8,28.95,68.74,108.85,60.86,22.99,1.01,gAAAAABptp5Oo1v24FpwASDiKUIu_Wf_wVyWacsLzA7WeXh5c7rD1_9VMmlSXVKH4kETRG86CZALcR5kxnBhlrN1olNDfKMmMg==,gAAAAABptp5OWzCiKWRThTwmcsLsF8O_6cZwutk1ovj-dfFPbIWGDH4fQn9j0FYKu_6Zm3y4sBx4PMmnGXZmiM-DKC88R28PwvcmPyWBecThOAx3OvvkFuc=,gAAAAABptp5ODM64Jjp1RWA6rzowAGuG1nm-q_5AH8YY1-kWeUVUp3n_eKPor1jp6CojZkEQGk7VC6dj-tw64pBWoJGlz9tpjw==,2025-02-26 07:51:00,GOOD,GOOD,MODERATE,95.79,169.70999999999998,44.5,2025-02-26,7,API,Medium,Asia Pacific
9a6dae07-ccb4-4e9c-8613-5b43b4975e86,gAAAAABptp5OR_bXSXozmo4f_wvZEdX8MIqLs5y9FKFxNuv7Oje2lziMv1-LbYnQT1bKgp5qy4g44GDkg5W3PVoEYudpAbzIsA==,gAAAAABptp5OmLzIGm-GR8p1qTmzAauPmP8eGjqXQRS_1c1Ghi7Kn86Zsc_5vNvurqkGiL6mKMJgqYFTpcCRBgr3eq78Ev5Z9g==,Windows Server 2019,"New York, USA",63.94,48.38,27.88,84.25,125.11,20.18,3.82,gAAAAABptp5OleBxfyV1c6LtVZc4NxOyX6Xm2UrHf6UjDfydWOWjGvdm3_h03kcCp6rDSeM0v9qZkm7GxIcZUski5lKoFAfdwQ==,gAAAAABptp5OyTwAHh6cHqXmIhCWB6xfylBYOltTbKBldoq5U6ePfT7YzT6jleNcpjjbyVsn6drQSd1QhnwWCPo1pzrBcJ87RI6I0Gmbx1F-y9FB_bX7FDg=,gAAAAABptp5OkW-7X7IznhDrMLgeYvMleY5qT8mKWUikK0MaWsBqTUKZ-S_ZyhC5lGBgRi99PZ1n-z5CDZeYOXnPsqCS-xwCzg==,2025-01-27 08:44:00,MODERATE,GOOD,GOOD,84.08,209.36,46.73,2025-01-27,8,Analytics,Large,Americas
a7c76fdd-51bd-4184-95e0-816870acd370,gAAAAABptp5O_Iyx0vXooH7y3HI_AuF3T-O_CISxH9YbmTgrGR1j5UvSxwPdFpSuZNwhhe6uhzF9M65n_EIzutLbZN0dxNNq-Q==,gAAAAABptp5OFquifVb9du6eeqog9vMjanmUE80FW45pbt10q6Oo_-RMCveq_9AlFBMRUDUOIBZw8DHvrqhjpJEF_7U1sS3GOg==,CentOS 8,"Sydney, Australia",90.0,62.69,13.56,120.22,99.88,21.38,2.62,gAAAAABptp5O-YgWE3k4Qp3WBNv_Cj_MxVGsUWOpRxdPWgFJhrjY-wItbHALrHSzn3P2DdFzoz0s_86e3IKLDrpYeP4CA5WiTQ==,gAAAAABptp5O3NMbH2AAzlJM_Mkr9zy4zy1BDvTfXJ6Qty94Lbwl0yMOsCQee1w6ITuDa09f_SHOwxpRINd-XJaIfS8lujra2Ata6PEVgg1_AEmWoz1PfSY=,gAAAAABptp5OuH7oPDP0mhF0Tc6mTGrNJlfni7H1J051wxYU-WXPDjXB14M6oUjf5uahO9cAVg5jAl2RzbpGvoAIBN-s6Azsnw==,2025-02-08 06:50:00,CRITICAL,MODERATE,GOOD,89.08,220.1,55.42,2025-02-08,6,Web Server,Small,Asia Pacific
dbe127fa-83b3-46ce-823d-0a2cdeab02c2,gAAAAABptp5OdI8pQK-TCwPllVNHPovbvz-4572e93llvSLI5Oj9P7oownXluw-ueN4mQ_Ks4rG07bVcaewqjPh3KM91OjTSTQ==,gAAAAABptp5OpEnp6PQEa5m-C30r13IR9NeENb_13j3m9L8nrOVoLMRt2og1Nn7BcBJGYe_AAZYkDg7x8nxWm2gX5kLuNxHTug==,Ubuntu 20.04,"London, UK",88.46,72.3,26.69,126.83,43.41,21.98,2.02,gAAAAABptp5OnxIs9PRxL4l6G0oGQYQOoBw6uaIobNDSKXIE-pdR8YEctgHQxT8G7jTOkrO17SmKpCOdqSrND9Lcc1eIBdlrZg==,gAAAAABptp5OMgzbMb8Ghg5KveYZs_iNq3pm4ZjY2MZqG00uqPMWqEWFEs4aefeKMmrj24LnsEKhRL6kqVI8V6ULtpyX5-uBQO4upRP-vKp06ejVsT4U6S0=,gAAAAABptp5O-Dzt2pLv4fErQsm1uj3Rc89-STcuPwg1HR19p1_rHLMTSR-F4E-AR1t2RBwOOHJQ8ly378IMGE4VmvPSWT297A==,2025-02-15 01:14:00,CRITICAL,MODERATE,GOOD,91.58,170.24,62.48,2025-02-15,1,Analytics,Large,Europe
3761fb3d-cbbe-4c10-b712-6069e3b8f788,gAAAAABptp5OuIm-CDljl6sh9blbHxNYp6y2TkAmrpc7RIxD5kInpBJtApEIEnKBjXwUcJ6Ijy_hmJZIsnk7IL7qEV655tSVDw==,gAAAAABptp5OO2O2U1WRQQL70XY1aD-yaBWBEBvmQEfP0zKRD7JPWbdbz6YlwnMVFmKKHrft_N0cx0WRzyheGRzpT7JbQMa-cA==,Ubuntu 20.04,"Berlin, Germany",93.09,55.27,20.66,63.86,88.11,21.47,2.53,gAAAAABptp5Of5Nfw__XyzTYhta0ruH034rxBMs0bu0TkWx-PE7nPVqCV1INSANW4MOqynRhfBWYljBx6d0620IMp0__UVl1-Q==,gAAAAABptp5OThSe3k6gLyRTHM4otWmlIRfOa8ibGErw1kgKobEpmqJsTVjkL73w9R9oV2cppguJHe24_QxTfqol_CL2H4NYEELydVZTIXRmXFD7uhCDhS4=,gAAAAABptp5O1wJC2YyOabCkWvin1cIyi4h5-YPYOMsKYnXOGXy-_1TKIbIUqHasrCFjcgulxN4Eqj_BfNu9xaHfUK78LJMUNg==,2025-01-20 09:04:00,CRITICAL,GOOD,GOOD,89.46,151.97,56.34,2025-01-20,9,Backup,Small,Europe
e337f92b-bf7d-49b9-98a4-c11b2399116b,gAAAAABptp5OVXRiawfdI4adNm9UGuq5udSvLcYQow7cWT3gp41YlWPveMpYzvkoOJExTZJejRL6eLKuzeWYmMq5f2GhAI13ng==,gAAAAABptp5O6uSh3EHd4iBFFnlv0zE6lwBKLE166v9KPTrHVw9WYs8Cx02FMbUTTnHOEniuRp5jnA_ldYTOoqxSE5i1quovVg==,Windows Server 2019,"London, UK",63.86,82.91,23.01,16.73,128.57,19.79,4.21,gAAAAABptp5OJdOmCbRDgNFdBGvD2TL2ZLjxRySDyQYdl2XocaEITD2I0RmoDoZFyh9N2Ijv9AOuImLD_4bI915qeP6TJJnyGw==,gAAAAABptp5OqNe8iTAuM6htpTrVf4sCWfzrx7PB4rnZRr_b-6o9TJHEcJ7XWpUiab8r8exZpcQP36FEN-0E-JQO06Y8q92vmuHGNd1i7tnJH6Sqq9aiVlk=,gAAAAABptp5OsCKTycDZsV4O1PNas_x42OT1gcSWjhMrojniNl4f4-GEaG92bqGuy1kp45bVZWcgPGaNHj6FKFCuJXWKu1SPgw==,2025-02-04 09:33:00,MODERATE,MODERATE,GOOD,82.46,145.29999999999998,56.59,2025-02-04,9,Analytics,Large,Europe
